timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1761132290286570200,0.0106665746387094,0.0056279594169929,-0.0078027827054262,0.0601886250078678,-0.0092996135354042,0.0304737314581871
1761132290306418200,0.0678041008122265,0.0218484053231775,-0.2639940507799387,0.0060728313401341,0.0007763912435621,0.012702053412795
1761132290326265300,0.0534828030582517,0.0156765117552131,-0.2271095504969358,-0.0261131897568702,0.015645183622837,0.0003974690916948
1761132290346113300,0.0260868466105312,0.0248972349671646,-0.0896522138744592,-0.0260082632303237,0.0227243993431329,-0.0056170136667788
1761132290365961200,-0.0239682470213621,0.0314113661015406,0.0195329679876565,-0.0064201299101114,0.0313026458024978,0.0020150260534137
1761132290385809200,-0.0640584114778786,0.0937498949842527,-0.0421679936438798,-0.0151849081739783,0.0249915476888418,0.0244530048221349
1761132290405656300,-0.1586451591450721,0.1091749161964282,-0.0665069006085395,-0.0255448706448078,0.0104757230728864,0.0460096970200538
1761132290425504300,-0.231462558074668,0.0409601156914606,0.0658580813109874,-0.0149568449705839,-0.0018474598182365,0.0710837543010711
1761132290445352200,-0.184013482222706,0.0067282488090917,0.1730401066571474,0.0197432246059179,-0.0054284268990159,0.07162656635046
1761132290465200000,-0.0671239365283399,-0.013517324427329,0.2419879706770181,0.0539223328232765,-0.0112176295369863,0.0598381869494915
1761132290485048300,0.0336152693539857,-0.0042038448980078,0.1143617077171802,0.064371220767498,-0.0069452226161956,0.0471880622208118
1761132290504895200,0.1580644366476684,0.005181603888981,-0.0361216992169618,0.0544081889092922,-0.0040725711733102,0.024800444021821
1761132290524743400,0.1856351651404053,0.0091038918992504,-0.162083828356862,0.0284804254770278,0.0047286283224821,0.0088389813899993
1761132290544591000,0.1554552039973437,0.0099088881392031,-0.211582895541191,-0.008506498299539,-0.0085959732532501,-0.0074820257723331
1761132290564439300,0.0531896653305739,-0.0125554205926135,-0.1149134963810443,-0.0180981401354074,-0.0080347573384642,-0.0202824734151363
1761132290584286200,0.012418021415919,0.0069350599601864,0.0624105712056159,0.0041958838701248,0.0063816672191023,-0.028929628431797
1761132290604134400,0.0156865947578102,0.0636695582907646,0.003267477363348,-0.0056801331229507,0.0142233856022357,-0.0358100235462188
1761132290623982000,-0.0451511741731315,0.056860937721841,-0.0395890830665826,-0.0162185542285442,0.0138607285916805,-0.0417118929326534
1761132290643830300,-0.1771152471415698,-0.0217071336889639,0.007847790890932,-0.0061769569292664,-0.00521547999233,-0.0256883595138788
1761132290663677200,-0.1679361345816403,-0.0113216410139575,0.0882692350834608,0.0100524425506591,-0.0187618508934974,-0.0135685503482818
1761132290683525400,-0.0797303931884467,0.0572645500866696,0.1465887375831604,0.0351500958204269,-0.0085520753636956,-0.0120612848550081
1761132290703373300,-0.0085032591249793,0.050387321260944,0.0857651433080434,0.0436488017439842,-0.0002053545322269,-0.0151622677221894
1761132290723221200,-0.0366783101864159,0.0192390265423804,-0.1394429574817419,0.0110205020755529,-0.0119742536917328,-0.0099104326218366
1761132290743068200,-0.0469032785374671,0.0286330970272421,-0.173107911196351,-0.0030072396621108,-0.0055749029852449,-0.0003116282750852
1761132290762916400,-0.0318985285639762,0.0787761246709153,-0.0535509729236364,-0.0087000131607055,0.0161214210093021,0.0038453345187008
1761132290782764300,-0.1060134930234402,0.0475726291663944,-0.0609276391714811,-0.0198388062417507,0.008695114403963,0.0071924501098692
1761132290802612200,-0.2111685425866395,-0.0528037347529083,-0.0237760123848915,-0.0215182900428771,0.00535633508116,0.0186974704265594
1761132290822459100,-0.1271076459132135,-0.0835249631658196,0.1260527300328016,0.0046214573085308,0.0026271429378539,0.0168064348399639
1761132290842307300,0.029251667317003,-0.0276901901539415,0.1720107636094093,0.0339668057858943,-0.0029695054981857,0.0028157101478427
1761132290862155300,0.122048608957976,-0.0049970045696943,0.1358113229811191,0.0458708442747592,-0.0118331434205174,-0.0157484970986843
1761132290882003200,0.1078193003363907,-0.0094185838716104,-0.0146422733366489,0.0296790674328804,-0.0135567551478743,-0.0125599671155214
1761132290901850000,0.121452469695732,0.0043772652361541,-0.1437812789469957,-0.0108285825699567,-0.0134427994489669,-0.028165990486741
1761132290921698300,0.0435853861611336,-0.0232976542834192,-0.1092003794312477,-0.0105783883482217,-0.0207415502518415,-0.0395275875926017
1761132290941546200,-0.0270017694983631,-0.0016303776808083,-0.0051911389023065,-0.0030089351348578,-0.0238235741853714,-0.046686116605997
1761132290961394400,-0.0653800885356962,0.0281320521699264,0.0615659370750188,0.0009303889237344,-0.0202309843152761,-0.0607479475438594
1761132290981242000,-0.1568546224664896,0.0193872393740341,0.0394347692877054,0.0002359808422625,-0.0248663891106843,-0.0546405017375946
1761132291001089800,-0.1311459615185856,0.0246516627082601,-0.069904141831398,-0.0144997974857687,-0.0424183756113052,-0.0457542203366756
1761132291020937700,-0.0981969009883701,0.0681006726060062,-0.1184977846086025,-0.042914729565382,-0.0462127104401588,-0.0385363511741161
1761132291040785700,-0.0817942669156938,0.1016507312366738,-0.0844236655712127,-0.043291013687849,-0.0492082275450229,-0.0170772206038236
1761132291060633600,-0.1771001226376742,0.1517100626522675,-0.0379623586475849,-0.0642300471663475,-0.0582678988575935,0.004538582637906
1761132291080480800,0.0440112834230065,0.1492483852464705,-0.0419318468004465,-0.0895806550979614,-0.0020087829325348,-0.0141319306567311
1761132291100328700,0.0254496446855366,0.0665104077398777,0.0138636901795864,-0.0740381032228469,0.0530662424862384,-0.0308977961540222
1761132291120177000,-0.0893731046721339,-0.1372001835236325,0.22141338468194,0.0069821798242628,0.0631980597972869,-0.0178688857704401
1761132291140024600,-0.1477244636148214,-0.1784530350839719,0.2643897720992565,0.0838599428534507,0.0420331358909606,0.0163291059434413
1761132291159871700,-0.1072664156939834,0.1053877623405307,0.1359481011033058,0.1059344261884689,0.0511724390089511,0.0286058448255062
1761132291179719700,-0.0406594887770712,0.137215929082036,-0.0253735107094049,0.0665031820535659,0.0445525683462619,0.0355781130492687
1761132291199568000,-0.179075879690051,0.1125635357214137,-0.3473369353771209,-0.0224295780062675,-0.025105133652687,0.031191574409604
1761132291219415600,-0.1976965551383793,-0.0691593513460829,-0.0585755230873823,0.002502694260329,-0.0383918061852455,0.0356048084795475
1761132291239262700,-0.1916061293087899,-0.0937103666914627,0.1685509785443544,0.0323267802596092,-0.0275668464601039,0.0405186973512172
1761132291259110700,0.0582737636618316,-0.0193436559606343,0.0310831205278635,0.0126885119825601,-0.0164008252322673,0.0032297035213559
1761132291278958800,0.0995051340427249,-0.0198515689501538,-0.1451239257276058,-0.0115714110434055,-0.0130161195993423,-0.01917758397758
1761132291298806800,0.0822813928455114,-0.0475559702925384,-0.2046130565285682,-0.0284156631678342,-0.0104742376133799,-0.0323917642235755
1761132291318653700,0.1124821045156568,-0.0353505687139928,-0.0366220499545335,-0.0294508319348096,0.019067408517003,-0.0368943698704242
1761132291338501600,0.0299443988215178,-0.0307737623177468,-0.0416501072496175,-0.0391642786562442,0.0080298753455281,-0.0325687378644943
1761132291358349800,-0.1300642306964844,0.0194752829836681,0.0896411079585552,-0.0186602119356393,-0.0022268556058406,-0.0168403927236795
1761132291378197800,-0.214095535949245,0.0475930874325335,0.1637467931330204,0.0108669595792889,-0.0225381292402744,0.006060333456844
1761132291398045700,-0.1731809033673256,0.1081442945070564,0.1013993502914905,0.0275803040713071,-0.0180420000106096,0.0155712263658642
1761132291417892600,-0.1607777141943573,0.0634137934314087,0.0126806178748607,0.0233019590377807,-0.0161976590752601,0.0144485458731651
1761132291437740800,-0.1862164721596985,-0.0079355787722393,-0.0298673149973154,0.0262195225805044,-0.0104270754382014,0.0162129532545804
1761132291457588700,-0.1918197720594704,-0.0575427825061604,0.0662882894217967,0.0396003164350986,0.0157864466309547,0.0323465503752231
1761132291477436700,-0.0302280380684882,0.0344844534039497,-0.0859223796963691,0.019030999392271,0.0419965498149395,0.0280179660767316
1761132291497283600,0.0597257891010493,0.0862216549038887,-0.2850479447245597,-0.0380719676613807,0.0342685878276824,0.0227001663297414
1761132291517131800,-0.0116733405284583,0.0765526034025475,-0.2616857738375663,-0.064859539270401,0.0177717003971338,0.0217506196349859
1761132291536979700,-0.046404535235092,0.0539716825537383,0.0819008690953254,-0.0368038192391395,0.0206908714026212,0.0227228850126266
1761132291556828000,-0.0231307732839137,0.0381021324444562,0.287813317784667,0.0175341591238975,0.0283547695726156,0.020410131663084
1761132291576674800,-0.0437096701279282,0.0191010793764144,0.2314671611845493,0.0537010207772254,0.0280323941260576,0.0096871703863143
1761132291596522800,-0.0161483670506626,-0.0332888138785958,0.0759638802617788,0.0556271895766258,0.0194803848862648,-0.0044908374547958
1761132291616370700,-0.0576176378406584,-0.0396842140041291,-0.1733808829188347,0.0064364252611994,0.0166213605552911,-0.0081613902002573
1761132291636219000,-0.0011488047089427,0.0010287950584664,-0.271956992483139,-0.0410386323928833,0.0196762196719646,-0.0194311328232288
1761132291656065800,0.0974104267857968,0.0539623667361214,-0.2048836901634931,-0.0637690499424934,0.0155484499409794,-0.0406803302466869
1761132291675913700,0.0633219138968735,0.0551070067266002,0.0634200405091047,-0.032951895147562,0.0052779582329094,-0.0553921461105346
1761132291695761700,-0.0242125041060149,0.0472024441471323,0.2852729856520891,0.0244607478380203,0.000463816570118,-0.0515896417200565
1761132291715609900,0.0251130331423133,0.102572997180745,0.228534030342102,0.0546824932098388,0.0017266445793211,-0.050892487168312
1761132291735456800,-0.0315818638302385,0.1184326469505205,0.0059895958036184,0.0314283296465873,-0.0108531415462493,-0.045750044286251
1761132291755304700,-0.1229384704697877,0.0860286530824378,-0.0833650964289903,0.0179991703480482,-0.022676084190607,-0.0239413511008024
