time,seconds_elapsed,z,y,x
1761129531785144800,0.105144775390625,-0.024663316613435744,-0.02057556552590104,-0.015438593079801648
1761129531804989700,0.12498974609375,-0.017330489507317543,0.0014218061141786165,-0.00890105252873036
1761129531824834800,0.144834716796875,-0.012690554746985435,-0.002268198377022054,0.018375224203721154
1761129531844680000,0.164679931640625,-0.0028133038550615308,0.008541940317687112,0.026065148518665225
1761129531864525800,0.18452587890625,-0.0074514850497245785,0.0016249069212470203,-0.0001250266064220341
1761129531884370700,0.20437060546875,-0.015830606338381768,-0.005243177333509083,-0.016206111420155503
1761129531904215800,0.2242158203125,-0.00819908854663372,-0.01206343354129931,-0.0016073547107138438
1761129531924060400,0.244060302734375,-0.006851181069016456,0.006555307961557991,0.016513822237524435
1761129531943906300,0.26390625,-0.008196750459074973,0.010055488969082944,0.006311306605231948
1761129531963751400,0.28375146484375,-0.00518704724907875,-0.006990103199228178,0.014425527596718165
1761129531983596300,0.30359619140625,-0.019539397728443146,0.003710234428476542,0.003858512904678355
1761129532003441400,0.32344140625,-0.010123334607481957,0.008167369100963696,0.0005940247942657151
1761129532023286300,0.343286376953125,-0.003852583774924278,0.0035577723966795016,0.01098007473440375
1761129532043132400,0.36313232421875,-0.015370003089308738,-0.003538270828477107,0.010460535239172168
1761129532062977300,0.382977294921875,-0.01177753155529499,0.008845295761991293,-0.0021599916163046145
1761129532082822400,0.402822509765625,-0.004746902266144752,0.0037950745841604655,-0.0024248274105717425
1761129532102667300,0.422667236328125,-0.011332125875353812,0.0065849427647073746,0.00549026683770935
1761129532122512400,0.442512451171875,-0.008788286611437797,-0.002061932931910269,0.000120313898686436
1761129532142358300,0.462358154296875,0.002583586752414703,-0.001017798740416765,0.01605633681907784
1761129532162203400,0.482203369140625,-0.011333879441022873,0.006429690554202534,0.00831420568039466
1761129532182048300,0.50204833984375,-0.007893968120217323,-0.007977182574395555,0.006454694277184899
1761129532201893400,0.521893310546875,0.0036287118911743164,-0.0065837737209280016,-0.018510183686512756
1761129532221739300,0.5417392578125,-0.005797872623801231,0.008171632000838872,-0.004151705431283335
1761129532241584400,0.56158447265625,-0.005948094749450683,0.00488633585300995,0.020256030698353425
1761129532261429200,0.58142919921875,-0.0011579378634691238,0.0004213192681665532,-0.0023612406762928
1761129532281274400,0.6012744140625,-0.003402501919865608,0.0001683834034251049,-0.009006329259311314
1761129532301120300,0.621120361328125,-0.00789279907643795,-0.005562433599843643,0.00009551738414738792
1761129532320965400,0.64096533203125,-0.00490121604502201,0.0038853010177263055,0.0016712987796636298
1761129532340810200,0.660810302734375,-0.0032552024036645887,0.006458044432429596,0.008189846935897367
1761129532360655400,0.6806552734375,0.0019815292060375213,0.007582029793947003,-0.00455044297488348
1761129532380500200,0.700500244140625,-0.0077437459945678706,-0.004365109007479623,-0.008176715172154944
1761129532400346400,0.720346435546875,-0.0005617255359888076,-0.0010068823374691418,-0.0009663402645266614
1761129532420191200,0.740191162109375,-0.004751578441262245,0.0004424625208950601,0.009264021785094518
1761129532440036400,0.760036376953125,-0.014778466936945914,0.002321684413217008,-0.004682021478033857
1761129532459881200,0.779881103515625,-0.015527239477634429,-0.008928882392216474,-0.004020421472366433
1761129532479727400,0.799727294921875,-0.00011456629037857055,-0.0103779327063472,-0.006295710031411727
1761129532499572200,0.819572265625,-0.0011614449948072433,-0.0007491081841173581,-0.00036851193951733873
1761129532519417300,0.839417236328125,-0.012234627673029899,0.002128849271836225,0.00538094469049538
1761129532539262200,0.85926220703125,-0.006996727019548415,-0.013058751021849457,0.008793154582800344
1761129532559108400,0.8791083984375,-0.0031061493217945098,-0.007750931503891479,0.002752241867186967
1761129532578953200,0.898953125,0.0004851531684398651,-0.00612933306787163,-0.008870658532110973
1761129532598798300,0.91879833984375,-0.004154197070002556,0.002145323199313134,0.01098119354583323
1761129532618643200,0.938643310546875,-0.0032552024036645887,-0.0006327563620288855,0.005176435094341287
1761129532638488300,0.95848828125,-0.008940846824645996,0.0027038955137017183,0.005404484825464896
1761129532658334200,0.978334228515625,-0.0013099135547876358,0.004083330640743952,-0.013892061182478209
1761129532678179300,0.998179443359375,0.004077040180563926,0.002298572965688072,-0.0074126577265444206
1761129532698024200,1.018024169921875,0.001982113727927208,0.0003637826779391616,-0.0000992813854565611
1761129532717869300,1.037869384765625,0.002730301746726036,0.002163399995409418,0.003390236093336716
1761129532737715200,1.057715087890625,0.0003355155646800995,0.0014207649345626123,-0.002323584680180647
1761129532757560300,1.077560302734375,-0.005801379755139351,-0.001169952528248541,-0.005519543735365732
1761129532777405200,1.0974052734375,-0.009841010534763335,0.017892082612565717,0.00334187261518673
1761129532797250300,1.117250244140625,-0.000713116705417633,-0.0014893343754578381,0.004103451550987665
1761129532817096200,1.13709619140625,-0.0011620295166969298,-0.005995566603390034,-0.0035034541017783336
1761129532836941300,1.15694140625,-0.006250292566418647,0.006633736642764415,0.0066208366328181
1761129532856786200,1.1767861328125,0.004223755174875259,-0.007785171700210776,-0.005355498580340645
1761129532876631300,1.19663134765625,-0.00789630620777607,-0.010391180346987675,-0.005060852740521659
1761129532896477200,1.216477294921875,-0.003706453302502632,-0.00653505062481854,0.005484756120597012
1761129532916322300,1.236322265625,0.0019797756403684614,-0.007597332394355907,0.007249189101898809
1761129532936167400,1.25616748046875,-0.0026595745980739593,0.0014886128562502563,-0.0005322482797550037
1761129532956012500,1.276012451171875,0.004223755174875259,-0.007591971232648939,-0.007574656484133447
1761129532975857400,1.295857421875,-0.007597031000256538,0.002347040333470795,-0.0014337100394594016
1761129532995703600,1.31570361328125,-0.00684884298145771,0.0024847728703054598,0.0021983548610704016
1761129533015548400,1.33554833984375,-0.004903554132580757,0.0006035941996262408,0.0038083656072849404
1761129533035393500,1.3553935546875,0.001381225225329399,-0.0050786230051191525,0.001733650825615041
1761129533055238400,1.37523828125,0.005571078130602836,0.00003447994162561372,-0.001633807751155109
1761129533075084500,1.39508447265625,0.006019990941882133,-0.0024892800820642148,-0.004127069317770656
1761129533094929400,1.414929443359375,-0.0013128361642360687,-0.0008651677452609874,-0.004172022133527207
1761129533114774500,1.4347744140625,-0.010440729993581772,-0.00931604822903173,0.009604730118945007
1761129533134619400,1.454619384765625,-0.005651742151379585,0.003004131985735148,-0.009918372920178808
1761129533154465500,1.474465576171875,-0.004904138654470444,0.0008556441483786329,0.002427043342188699
1761129533174310400,1.494310302734375,0.010958031865954398,-0.009745879597216844,-0.0027706503109569893
1761129533194155500,1.514155517578125,-0.0099906481385231,0.0017471952937776222,0.0018520205040316795
1761129533214000400,1.53400048828125,-0.001911386579275131,0.004202808284969069,0.0008397136435960419
1761129533233845500,1.553845458984375,-0.0005640636235475539,-0.006731742240698077,0.00017293342684570234
1761129533253691400,1.57369140625,0.0030272388666868206,-0.00328276398073649,0.0032309841319714903
1761129533273536500,1.59353662109375,-0.002658405554294586,-0.0024997078612446783,0.0007976137969846604
1761129533293381400,1.61338134765625,0.011855857488512991,-0.0021114026634022594,-0.0016542500342737183
1761129533313226500,1.6332265625,0.007666589105129242,-0.0008525502922828308,0.0065256982745835555
